Dozentennummer;ProsopID;Institution;Fakultaet;Vollname;Nachname;Vorname;Typ;Beschreibung;Von;Bis;Geburt;Tod;Verwandt
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;lehrtaetigkeit_unibe;Professor des Bibelstudiums;1818-01-01;;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;austritt_unibe;Promotion auf eine Pfarrstelle;1805-01-01;;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;austritt_unibe;Promotion auf eine Pfarrstelle ( Rücktritt aus politischen Gründen );1833-01-01;;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;taetigkeit_nach_austritt;Pfarrer Oberdiessbach;1805-01-01;1818-01-01;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
95;0.0.95;Hohe Schule;Hohe Schule;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;taetigkeit_nach_austritt;Pfarrer Meikirch;1833-01-01;1840-01-01;;;Bruder von Professor Philipp Albert Stapfer ( Nr. 91 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
98;1.1.3;Akademie;evang.-theol.;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;geburt;geboren;1767-01-01;;1767-01-01;;
98;1.1.3;Akademie;evang.-theol.;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;tod;gestorben;1840-01-01;;;1840-01-01;
98;1.1.3;Akademie;evang.-theol.;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;lehrtaetigkeit_unibe;Prof.;;;;;
98;1.1.3;Akademie;evang.-theol.;Stapfer Johann Friedrich;Stapfer;Johann Friedrich;lehrtaetigkeit_unibe;( Bibelexegese ) s. Nr. 95 Hohe Schule;1801-01-01;1833-01-01;;;
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;geburt;geboren;1719-01-01;;1719-01-01;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;tod;gestorben;1801-01-01;;;1801-01-01;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;ausbildung;Studium an der Hohen Schule Bern;;;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;ausbildung;VDM Bern;1745-01-01;;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;taetigkeit_vor_Eintritt;Pfarrer Aarburg;1755-01-01;1756-01-01;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;lehrtaetigkeit_unibe;Professor der Theologia Elenchtica;1756-01-01;;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;lehrtaetigkeit_unibe;Professor der Theologia Didactica;1774-01-01;;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;akad_aemter_unibe;Praepositus der Lateinschule;1761-01-01;1773-01-01;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;akad_aemter_unibe;Rektor der Hohen Schule;1787-01-01;1790-01-01;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
79;0.0.79;Hohe Schule;Hohe Schule;Stapfer Johannes;Stapfer;Johannes;austritt_unibe;Demission;1796-01-01;;;;Onkel der Professoren Philipp Albert ( Nr. 91 ) und Johann Friedrich Stapfer ( Nr. 95 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;geburt;geboren;1766-09-28;;1766-09-28;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;tod;gestorben;1840-03-27;;;1840-03-27;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;ausbildung;Studium an der Hohen Schule Bern und an der Universität Göttingen;;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;ausbildung;Studienreise nach London und Paris;;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;ausbildung;VDM Bern;1789-01-01;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;taetigkeit_vor_Eintritt;Stellvertreter an der Hohen Schule Bern;1791-01-01;1792-01-01;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;taetigkeit_vor_Eintritt;Sprachlehrer am Politischen Institut;1791-01-01;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;lehrtaetigkeit_unibe;Professor der Theologia Didactica;1796-01-01;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;akad_aemter_unibe;Direktor des Politischen Instituts;1796-01-01;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;austritt_unibe;Demission;1801-01-01;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;taetigkeit_nach_austritt;Präsident der von Napoleon ernannten Liquidationskommission;1803-01-01;1804-01-01;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;taetigkeit_nach_austritt;lebt als Privatmann in Paris;1806-01-01;1840-01-01;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
91;0.0.91;Hohe Schule;Hohe Schule;Stapfer Philipp Albert;Stapfer;Philipp Albert;taetigkeit_nach_austritt;Aufenthalt in London;1823-01-01;;;;Bruder von Professor Johann Friedrich Stapfer ( Nr. 95 ), Neffe von Professor Johannes Stapfer ( Nr. 79 )
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;geburt;geboren;1886-05-15;;1886-05-15;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;tod;gestorben;1966-01-19;;;1966-01-19;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;ausbildung;Gymnasium in Bern;;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;ausbildung;Studium in Zürich ( ETH );;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;ausbildung;postgraduate in Berlin und Lausanne;;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;ausbildung;Diplom Fachlehrer für Naturwissenschaften ETH Zürich;1909-01-01;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;ausbildung;Dr. phil. ETH Zürich Schüler von A. Heim;1911-01-01;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;taetigkeit_vor_Eintritt;Geologe bei verschiedenen Ölfirmen;;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;lehrtaetigkeit_unibe;PD Geologie und Lagerstättenlehre besonders für angewandte Geologie;1920-01-01;1922-01-01;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;lehrtaetigkeit_unibe;PD Regionale Geologie und damit verbundene Wirtschaftsfragen;1927-01-01;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;lehrtaetigkeit_unibe;+ Länderkunde aussereuropäischer Erdteile und Wirtschaftsgeographie;1940-01-01;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;austritt_unibe;Tätigkeit bei der Deutschen Erdöl AG;1922-01-01;;;;
1666;7.4.53;Universität;phil.-nat.;Staub Walther;Staub;Walther;austritt_unibe;Ruhestand;1956-01-01;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;geburt;geboren;1931-07-07;;1931-07-07;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;tod;gestorben;;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;ausbildung;Gymnasium Basel;;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;ausbildung;Studium in Basel;;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;ausbildung;Staatsexamen Basel;1958-01-01;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;ausbildung;Dr. med. Basel;1962-01-01;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;taetigkeit_vor_Eintritt;Oberarzt Genf;;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;lehrtaetigkeit_unibe;aoP Innere Medizin;1972-01-01;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;lehrtaetigkeit_unibe;oP;1973-01-01;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;austritt_unibe;Ruf nach Basel;1976-01-01;;;;
633;4.1.143;Universität;med.;Stauffacher Werner;Stauffacher;Werner;taetigkeit_nach_austritt;oP Basel;1976-01-01;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;geburt;geboren;1938-08-22;;1938-08-22;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;tod;gestorben;;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;ausbildung;Gymnasium in Bern;;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;ausbildung;Studium in Zürich ( ETH ) Bern;;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;ausbildung;Diplom ETH Zürich;1963-01-01;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;ausbildung;Dr. phil. Bern;1966-01-01;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;taetigkeit_vor_Eintritt;Assistent / Oberassistent Bern;;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;lehrtaetigkeit_unibe;Lektor Experimentalphysik;1974-01-01;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;lehrtaetigkeit_unibe;PD Experimentalphysik insbesondere physikalische Glaziologie;1980-01-01;;;;
1723;7.4.110;Universität;phil.-nat.;Stauffer Bernhard Rudolf;Stauffer;Bernhard Rudolf;austritt_unibe;-;;;;;
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;geburt;geboren;1932-09-08;;1932-09-08;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;tod;gestorben;1982-10-27;;;1982-10-27;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;ausbildung;Gymnasium Bern;;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;ausbildung;Studium in Bern University of California Davis und Berkeley;;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;ausbildung;Staatsexamen Bern;1958-01-01;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;ausbildung;Dr. med. vet. Bern;1960-01-01;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;taetigkeit_vor_Eintritt;Assistent;;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;lehrtaetigkeit_unibe;Lektor Allgemeine und spezielle Virologie;1967-01-01;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;lehrtaetigkeit_unibe;PD;1970-01-01;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;lehrtaetigkeit_unibe;aoP Mikrobiologie besonders Virologie;1970-01-01;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;lehrtaetigkeit_unibe;oP;1979-01-01;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;akad_aemter_unibe;Dekan;1980-01-01;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1072;5.1.38;Universität;med.-vet.;Steck Franz Thomas;Steck;Franz Thomas;austritt_unibe;-;;;;;Sohn von oP Fritz Werner Steck ( 5. 1. 23 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;geburt;geboren;1893-12-08;;1893-12-08;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;tod;gestorben;1977-09-22;;;1977-09-22;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;ausbildung;Gymnasium Bern;;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;ausbildung;Studium in Bern Dresden und Berlin;;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;ausbildung;Staatsexamen Bern;1917-01-01;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;ausbildung;Dr. med. vet. Bern;1921-01-01;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;ausbildung;Schüler von R. Burri Joest ( Dresden ) Michaelis ( Berlin );;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;taetigkeit_vor_Eintritt;Research officer lecturer und Professor am Transvaal University College Südafrika;;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;lehrtaetigkeit_unibe;oP Spezielle Pathologie und Therapie innere Klinik und Pharmakologie;1926-01-01;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;akad_aemter_unibe;Dekan;1930-01-01;1932-01-01;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;akad_aemter_unibe;Dekan;1934-01-01;1937-01-01;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;akad_aemter_unibe;Dekan;1944-01-01;1946-01-01;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;akad_aemter_unibe;Dekan;1953-01-01;1954-01-01;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
1057;5.1.23;Universität;med.-vet.;Steck Fritz Werner;Steck;Fritz Werner;austritt_unibe;Ruhestand;1964-01-01;;;;Vater von oP Franz Thomas Steck ( 5. 1. 38 )
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;geburt;geboren;1842-01-18;;1842-01-18;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;tod;gestorben;1924-11-30;;;1924-11-30;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;ausbildung;Gymnasium Bern Studium in Bern;;;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;ausbildung;Jena;;;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;ausbildung;Heidelberg;;;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;ausbildung;Pfarrerexamen Bern;1866-01-01;;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;taetigkeit_vor_Eintritt;Vikar und Pfarrer in Dresden;1867-01-01;1881-01-01;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;lehrtaetigkeit_unibe;oP Neutestamentliche Exegese;1881-01-01;;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;lehrtaetigkeit_unibe;allgemeine und vergleichende Religionsgeschichte;;;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;akad_aemter_unibe;Dekan;1885-01-01;1887-01-01;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;akad_aemter_unibe;Dekan;1892-01-01;1894-01-01;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;akad_aemter_unibe;Dekan;1900-01-01;1902-01-01;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;akad_aemter_unibe;Dekan;1910-01-01;1912-01-01;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;akad_aemter_unibe;Rektor;1896-01-01;1897-01-01;;;
174;1.1.22;Universität;evang.-theol.;Steck Johann Rudolf Julius;Steck;Johann Rudolf Julius;austritt_unibe;Ruhestand;1921-01-01;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;geburt;geboren;1906-12-30;;1906-12-30;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;tod;gestorben;;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;ausbildung;Gymnasium Bern;;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;ausbildung;Studium in Bern und Paris;;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;ausbildung;Diplom HLA Bern;1930-01-01;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;ausbildung;Dr. phil. nat. Bern;1933-01-01;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;ausbildung;Schüler von W. Scherrer;;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;taetigkeit_vor_Eintritt;Gymnasiallehrer Solothurn;;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;taetigkeit_vor_Eintritt;Gymnasiallehrer Bern;1937-01-01;1958-01-01;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;lehrtaetigkeit_unibe;Lehrauftrag Praktische Ausbildung der Gymnasiallehrer;1958-01-01;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;lehrtaetigkeit_unibe;HonP;1965-01-01;;;;
1306;6.3.17;Universität;phil.-hist.;Steiger Franz Robert;Steiger;Franz Robert;austritt_unibe;Ruhestand;1973-01-01;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;geburt;geboren;1861-03-01;;1861-03-01;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;tod;gestorben;1934-06-28;;;1934-06-28;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;ausbildung;Realschule Herisau;;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;ausbildung;Kaufmännische Lehre;;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;ausbildung;Studium in Basel und Bern;;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;ausbildung;Dr. jur. Bern;1897-01-01;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;taetigkeit_vor_Eintritt;Redaktor der « Basler Nachrichten »;;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;lehrtaetigkeit_unibe;PD Verwaltungslehre schweizerische Finanzverwaltung Finanzwesen des Bundes und der Kantone;1903-01-01;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;lehrtaetigkeit_unibe;aoP Finanzhaushalt der Schweiz Export-und Verkehrspolitik der Schweiz;1912-01-01;;;;
370;3.2.17;Universität;jurist.;Steiger Jakob;Steiger;Jakob;austritt_unibe;Ruhestand;1931-01-01;;;;
936;4.4.114;Universität;med.;Steiger Kurt;Steiger;Kurt;geburt;geboren;;;;;
936;4.4.114;Universität;med.;Steiger Kurt;Steiger;Kurt;tod;gestorben;;;;;
936;4.4.114;Universität;med.;Steiger Kurt;Steiger;Kurt;ausbildung;Dr. pharm.;;;;;
936;4.4.114;Universität;med.;Steiger Kurt;Steiger;Kurt;taetigkeit_vor_Eintritt;Kantonsapotheker Zürich;;;;;
936;4.4.114;Universität;med.;Steiger Kurt;Steiger;Kurt;lehrtaetigkeit_unibe;PD Galenische Pharmazie besonders sterile Arzneimittel;1949-01-01;;;;
936;4.4.114;Universität;med.;Steiger Kurt;Steiger;Kurt;austritt_unibe;Ruf nach Zürich;1954-01-01;;;;
936;4.4.114;Universität;med.;Steiger Kurt;Steiger;Kurt;taetigkeit_nach_austritt;aoP ETH Zürich;1954-01-01;;;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;geburt;geboren;1880-12-07;;1880-12-07;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;tod;gestorben;1924-09-08;;;1924-09-08;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;ausbildung;Gymnasium Bern;;;;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;ausbildung;Studium in Bern und Genf;;;;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;ausbildung;postgraduate in Dublin;;;;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;ausbildung;Staatsexamen;1905-01-01;;;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;ausbildung;Dr. med. Bern;1907-01-01;;;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;ausbildung;Licence of Midwifery and Gynecology Dublin;1910-01-01;;;;
902;4.4.80;Universität;med.;Steiger Max;Steiger;Max;taetigkeit_vor_Eintritt;Frauenarzt in Bern;;;;;
