Dozentennummer;ProsopID;Institution;Fakultaet;Vollname;Nachname;Vorname;Typ;Beschreibung;Von;Bis;Geburt;Tod;Verwandt
512;4.1.22;Universität;med.;Jonquiere Daniel;Jonquiere;Daniel;austritt_unibe;Tod;1899-01-01;;;;Vater von PD Georg Jonquiere ( 4. 4. 42 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;geburt;geboren;1851-06-19;;1851-06-19;;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;tod;gestorben;1926-12-18;;;1926-12-18;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;ausbildung;Studium in Bern und Pisa;;;;;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;ausbildung;Staatsexamen Bern;;;;;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;ausbildung;Dr. med. Bern;;;;;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;taetigkeit_vor_Eintritt;Assistent Bern;;;;;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;lehrtaetigkeit_unibe;PD Otorhinolaryngologie;1883-01-01;;;;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
864;4.4.42;Universität;med.;Jonquiere Georg;Jonquiere;Georg;austritt_unibe;Tod;1926-01-01;;;;Sohn von oP Daniel Jonquiere ( 4. 1. 22 )
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;geburt;geboren;1931-12-21;;1931-12-21;;
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;tod;gestorben;;;;;
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;ausbildung;Gymnasium in Bern;;;;;
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;ausbildung;Studium in Bern Montpellier;;;;;
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;ausbildung;Dr. med. Bern;1958-01-01;;;;
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;taetigkeit_vor_Eintritt;Externer Oberarzt / Kinderarzt Bern;;;;;
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;lehrtaetigkeit_unibe;PD Pädiatrie;1974-01-01;;;;
975;4.4.153;Universität;med.;Joss Ernst Etienne;Joss;Ernst Etienne;austritt_unibe;-;;;;;
178;1.1.26;Universität;evang.-theol.;Joss Gottlieb;Joss;Gottlieb;geburt;geboren;1845-11-21;;1845-11-21;;
178;1.1.26;Universität;evang.-theol.;Joss Gottlieb;Joss;Gottlieb;tod;gestorben;1905-07-29;;;1905-07-29;
178;1.1.26;Universität;evang.-theol.;Joss Gottlieb;Joss;Gottlieb;ausbildung;Studium in Basel und Heidelberg;;;;;
178;1.1.26;Universität;evang.-theol.;Joss Gottlieb;Joss;Gottlieb;ausbildung;Staatsexamen;1870-01-01;;;;
178;1.1.26;Universität;evang.-theol.;Joss Gottlieb;Joss;Gottlieb;taetigkeit_vor_Eintritt;Pfarrer in Herzogenbuchsee;;;;;
178;1.1.26;Universität;evang.-theol.;Joss Gottlieb;Joss;Gottlieb;lehrtaetigkeit_unibe;oP Praktische Theologie;1900-01-01;;;;
178;1.1.26;Universität;evang.-theol.;Joss Gottlieb;Joss;Gottlieb;austritt_unibe;Tod;1905-01-01;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;geburt;geboren;1884-01-01;;1884-01-01;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;tod;gestorben;;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;ausbildung;Studium in Bern;;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;ausbildung;Diplom HLA Bern;1911-01-01;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;ausbildung;Dr. phil. Bern;1918-01-01;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;taetigkeit_vor_Eintritt;Gymnasiallehrer Bern;1911-01-01;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;lehrtaetigkeit_unibe;PD Neuere Geometrie;1919-01-01;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;austritt_unibe;;1930-01-01;;;;
1664;7.4.51;Universität;phil.-nat.;Joss Samuel;Joss;Samuel;taetigkeit_nach_austritt;Gymnasiallehrer Bern;;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;geburt;geboren;1935-04-23;;1935-04-23;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;tod;gestorben;;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;ausbildung;Gymnasium in Freiburg i. Ü.;;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;ausbildung;Studium in Freiburg i. U. Bern;;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;ausbildung;Dr. phil. Bern;1962-01-01;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;taetigkeit_vor_Eintritt;Seminarlehrer Pruntrut und Biel;;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;lehrtaetigkeit_unibe;Lehrauftrag ( SLA ) Französische Literaturgeschichte;1966-01-01;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;lehrtaetigkeit_unibe;Lektor;1970-01-01;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;lehrtaetigkeit_unibe;PD;1978-01-01;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;lehrtaetigkeit_unibe;HonP Zeitgenössische französische Literatur;1979-01-01;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;lehrtaetigkeit_unibe;aoP Französische Literatur;1982-01-01;;;;
1287;6.2.48;Universität;phil.-hist.;Joye Jean-Claude;Joye;Jean-Claude;austritt_unibe;-;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;geburt;geboren;1918-01-25;;1918-01-25;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;tod;gestorben;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;ausbildung;Gymnasium in Aarau;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;ausbildung;Studium in Basel Zürich;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;ausbildung;postgraduate in Heidelberg;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;ausbildung;Diplom HLA;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;ausbildung;Dr. phil. Zürich;1946-01-01;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;ausbildung;Schüler von A. v. Salis K. Schefold E. Howald M. Leumann E. Meyer;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;taetigkeit_vor_Eintritt;Gymnasiallehrer Aarau Winterthur Zürich;;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;taetigkeit_vor_Eintritt;PD Zürich;1956-01-01;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;lehrtaetigkeit_unibe;aoP Klassische Archäologie;1957-01-01;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;lehrtaetigkeit_unibe;oP;1961-01-01;;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;akad_aemter_unibe;Dekan;1965-01-01;1966-01-01;;;
1195;6.1.85;Universität;phil.-hist.;Jucker Hans;Jucker;Hans;austritt_unibe;-;;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;geburt;geboren;1901-03-23;;1901-03-23;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;tod;gestorben;1972-09-15;;;1972-09-15;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;ausbildung;Gymnasium Schiers;;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;ausbildung;Studium in Basel Bonn München;;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;ausbildung;Staatsexamen Basel;1926-01-01;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;ausbildung;Dr. med. Basel;1927-01-01;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;taetigkeit_vor_Eintritt;Wissenschaftlicher Mitarbeiter Dr. Wander AG Bern;;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;lehrtaetigkeit_unibe;PD Physiologische Chemie;1942-01-01;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;austritt_unibe;Professor Genf;1960-01-01;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;taetigkeit_nach_austritt;Professor Genf Arzt in Israel;1960-01-01;;;;
932;4.4.110;Universität;med.;Jung Albert Markus;Jung;Albert Markus;taetigkeit_nach_austritt;Arzt Kantonsspital Fribourg bis Tod;;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;geburt;geboren;1928-09-27;;1928-09-27;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;tod;gestorben;;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;ausbildung;Gymnasium in Bern;;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;ausbildung;Studium in Bern Bonn;;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;ausbildung;Diplom HLA;;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;ausbildung;Dr. phil. Bern;1955-01-01;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;ausbildung;Schüler von Hans von Greyerz;;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;taetigkeit_vor_Eintritt;Seminarlehrer Bern;;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;lehrtaetigkeit_unibe;PD Geschichte und Soziologie der schweizerischen Politik;1966-01-01;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;lehrtaetigkeit_unibe;aoP;1972-01-01;;;;
415;3.2.62;Universität;jurist.;Junker Beat;Junker;Beat;austritt_unibe;-;;;;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;geburt;geboren;1932-09-29;;1932-09-29;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;tod;gestorben;;;;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;ausbildung;Dr. med.;1961-01-01;;;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;taetigkeit_vor_Eintritt;Wissenschaftlicher Assistent FU Berlin;1966-01-01;;;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;taetigkeit_vor_Eintritt;Oberarzt Kinderklinik Bern;1970-01-01;;;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;lehrtaetigkeit_unibe;PD Kinderheilkunde;1971-01-01;;;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;austritt_unibe;Professor FU Berlin;1976-01-01;;;;
965;4.4.143;Universität;med.;Kaiser Diethelm;Kaiser;Diethelm;taetigkeit_nach_austritt;Professor FU Berlin;1976-01-01;;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;geburt;geboren;1908-08-17;;1908-08-17;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;tod;gestorben;;;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;ausbildung;Dr. jur.;;;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;ausbildung;Fürsprecher;;;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;lehrtaetigkeit_unibe;PD Steuerpolitik;1951-01-01;;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;lehrtaetigkeit_unibe;aoP;1957-01-01;;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;lehrtaetigkeit_unibe;oP Steuerrecht Steuerwirtschaftslehre und spezielle Gebiete der Finanzwissenschaft;1966-01-01;;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;akad_aemter_unibe;Dekan;1968-01-01;1969-01-01;;;
334;3.1.75;Universität;jurist.;Känzig Ernst;Känzig;Ernst;austritt_unibe;Ruhestand;1976-01-01;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;geburt;geboren;1915-09-12;;1915-09-12;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;tod;gestorben;;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;ausbildung;Kantonsschule Aarau;;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;ausbildung;Studium in Basel Zürich Genf;;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;ausbildung;Staatsexamen Zürich;1941-01-01;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;ausbildung;Dr. med. Bern;1941-01-01;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;taetigkeit_vor_Eintritt;Fachausbildung in Glarus Davos Luzern Basel Bern Chicago Stockholm;;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;lehrtaetigkeit_unibe;PD Innere Medizin;1963-01-01;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;lehrtaetigkeit_unibe;besonders Angiologie;;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;lehrtaetigkeit_unibe;aoP Klinische Angiologie;1970-01-01;;;;
711;4.2.61;Universität;med.;Kappert Arnold J.;Kappert;Arnold J.;austritt_unibe;-;;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;geburt;geboren;1925-03-16;;1925-03-16;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;tod;gestorben;;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;ausbildung;Gymnasium in Warschau;;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;ausbildung;Studium in Lublin Krakau ( Polen );;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;ausbildung;Staatsexamen Krakau;1950-01-01;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;ausbildung;Dr. med. Krakau;1950-01-01;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;taetigkeit_vor_Eintritt;Leiter der Elektroenzephalographischen Station Inselspital Bern;;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;lehrtaetigkeit_unibe;PD Neurologie;1970-01-01;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;lehrtaetigkeit_unibe;aoP;1972-01-01;;;;
732;4.2.82;Universität;med.;Karbowski Kazimierz;Karbowski;Kazimierz;austritt_unibe;-;;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;geburt;geboren;1924-06-17;;1924-06-17;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;tod;gestorben;;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;ausbildung;Gymnasium in Bern;;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;ausbildung;Studium in Bern Paris;;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;ausbildung;Dr. med. Bern;1951-01-01;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;ausbildung;Schüler von Walthard Glanzmann Rossi ( Bern ) Royer ( Paris );;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;taetigkeit_vor_Eintritt;Abteilungsleiter am Institut für klinisch-experimentelle Tumorforschung Bern;;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;lehrtaetigkeit_unibe;PD Klinische Pathologie besonders Onkologie;1972-01-01;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;lehrtaetigkeit_unibe;aoP;1981-01-01;;;;
769;4.2.119;Universität;med.;Käser Hans;Käser;Hans;austritt_unibe;-;;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;geburt;geboren;1892-04-05;;1892-04-05;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;tod;gestorben;1975-09-20;;;1975-09-20;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;ausbildung;Gymnasium in Bern;;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;ausbildung;Studium in Bern Genf Heidelberg;;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;ausbildung;Staatsexamen Bern;1916-01-01;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;ausbildung;Schüler von Lüdemann Steck ( Bern );;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;taetigkeit_vor_Eintritt;Pfarrer in Bern;;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;lehrtaetigkeit_unibe;Lektor Pädagogik;1928-01-01;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;lehrtaetigkeit_unibe;aoP Praktische Theologie ( Katechetik;1948-01-01;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;lehrtaetigkeit_unibe;Pastoraltheologie;;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;lehrtaetigkeit_unibe;Pädagogik;;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;lehrtaetigkeit_unibe;Jugendkunde;;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;lehrtaetigkeit_unibe;kirchliche Liebestätigkeit );;;;;
210;1.2.9;Universität;evang.-theol.;Kasser Theodor Werner;Kasser;Theodor Werner;austritt_unibe;Ruhestand;1962-01-01;;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;geburt;geboren;1777-01-01;;1777-01-01;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;tod;gestorben;1852-01-01;;;1852-01-01;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;ausbildung;Studium in Göttingen Heidelberg;;;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;ausbildung;Forstschulen am Harz;;;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;taetigkeit_vor_Eintritt;Oberförster des Oberlandes;1806-01-01;;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;taetigkeit_vor_Eintritt;Forstmeister des Kts. Bern;1832-01-01;;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;lehrtaetigkeit_unibe;aoP Forstwissenschaft;1834-01-01;1835-01-01;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;lehrtaetigkeit_unibe;aoP Forstwissenschaft;1836-01-01;;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;austritt_unibe;Demission;1835-01-01;;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;austritt_unibe;Demission ( s. 10 );1845-01-01;1846-01-01;;;
1529;7.2.1;Universität;phil.-nat.;Kasthofer Albrecht Karl Ludwig;Kasthofer;Albrecht Karl Ludwig;taetigkeit_nach_austritt;Gründer / Leiter einer privaten Forstschule in Burgdorf;1846-01-01;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;geburt;geboren;1902-04-15;;1902-04-15;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;tod;gestorben;;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;ausbildung;Gymnasium in Bern;;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;ausbildung;Studium in Bern;;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;ausbildung;postgraduate in Wien London Paris;;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;ausbildung;Staatsexamen Bern;1926-01-01;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;ausbildung;Dr. med. vet. Bern;1928-01-01;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;taetigkeit_vor_Eintritt;Leiter des Laboratoriums des Verbandes bernischer Käserei-und Milchgenossenschaften;;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;lehrtaetigkeit_unibe;PD Milchhygiene;1936-01-01;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;lehrtaetigkeit_unibe;aoP Milchhygiene und Milchuntersuchung;1947-01-01;;;;
1081;5.2.8;Universität;med.-vet.;Kästli Paul;Kästli;Paul;austritt_unibe;Ruhestand;1972-01-01;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;geburt;geboren;1942-03-30;;1942-03-30;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;tod;gestorben;;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;ausbildung;Oberrealschule in Solothurn;;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;ausbildung;Studium in Bern;;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;ausbildung;postgraduate in Rochester / N. Y. Los Angeles Bryan / Texas Chicago;;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;ausbildung;lic. rer. pol. Bern;1966-01-01;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;ausbildung;Dr. rer. pol. Bern;1970-01-01;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;taetigkeit_vor_Eintritt;Vizedirektor Volkswirtschaft. Abt. Schweiz. Nationalbank;;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;lehrtaetigkeit_unibe;PD Theoretische Nationalökonomie;1976-01-01;;;;
498;3.4.48;Universität;jurist.;Kästli Rene Anton;Kästli;Rene Anton;austritt_unibe;-;;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;geburt;geboren;1928-08-05;;1928-08-05;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;tod;gestorben;;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;ausbildung;Gymnasium in Berlin;;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;ausbildung;Studium in Berlin ( FU ) Frankfurt a. M.;;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;ausbildung;Dr. jur. Frankfurt a. M.;1955-01-01;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;ausbildung;Assessor;1956-01-01;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;ausbildung;Schüler von Helmut Coing;;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;taetigkeit_vor_Eintritt;PD Frankfurt a. M.;1962-01-01;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;taetigkeit_vor_Eintritt;aoP Genf;1963-01-01;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;taetigkeit_vor_Eintritt;oP Genf;1966-01-01;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;lehrtaetigkeit_unibe;oP Römisches Recht Rechtsvergleichung internationales Privatrecht schweizerisches Privatrecht;1973-01-01;;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;akad_aemter_unibe;Dekan;1976-01-01;1977-01-01;;;
342;3.1.83;Universität;jurist.;Kaufmann Horst Albert;Kaufmann;Horst Albert;austritt_unibe;-;;;;;
996;4.4.174;Universität;med.;Kaufmann Max;Kaufmann;Max;geburt;geboren;;;;;
996;4.4.174;Universität;med.;Kaufmann Max;Kaufmann;Max;tod;gestorben;;;;;
996;4.4.174;Universität;med.;Kaufmann Max;Kaufmann;Max;ausbildung;Dr. med.;;;;;
996;4.4.174;Universität;med.;Kaufmann Max;Kaufmann;Max;lehrtaetigkeit_unibe;PD Chirurgie;1977-01-01;;;;
996;4.4.174;Universität;med.;Kaufmann Max;Kaufmann;Max;austritt_unibe;-;;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;geburt;geboren;;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;tod;gestorben;1939-01-01;;;1939-01-01;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;ausbildung;Dr. jur. Paris;1890-01-01;;;;
367;3.2.14;Universität;jurist.;Kebedgy Michel S.;Kebedgy;Michel S.;taetigkeit_vor_Eintritt;Mitglied und Sekretär des Instituts für internationales Recht Lausanne;;;;;
